Country,Region,Residence,Ethnicity,SocDem,Version,Ref-ID,Year1,Year2,TypeLT,Sex,e(x),e(x)Orig
MYS,0,0,E180,0,1,1497.18,2011,2011,4,1,67.58,67.61
MYS,0,0,E180,0,1,1497.18,2011,2011,4,2,75.6,75.83
MYS,0,0,E180,0,1,1497.36,2012,2012,4,1,67.76,67.8
MYS,0,0,E180,0,1,1497.36,2012,2012,4,2,75.87,76.15
MYS,0,0,E180,0,1,1497.54,2013,2013,4,1,67.83,67.88
MYS,0,0,E180,0,1,1497.54,2013,2013,4,2,75.89,76.17
MYS,0,0,E180,0,1,1498.18,2014,2014,4,1,67.68,67.74
MYS,0,0,E180,0,1,1498.18,2014,2014,4,2,75.6,75.85
MYS,0,0,E180,0,1,1495.18,2015,2015,4,1,67.75,67.81
MYS,0,0,E180,0,1,1495.18,2015,2015,4,2,75.73,76
MYS,E180,0,0,0,1,1496.45,2016,2016,4,1,67.9,67.97
MYS,E180,0,0,0,1,1496.45,2016,2016,4,2,75.73,76.04
MYS,E180,0,0,0,1,1496.49,2017,2017,4,1,68.12,68.2
MYS,E180,0,0,0,1,1496.49,2017,2017,4,2,75.69,76
MYS,E180,0,0,0,1,1496.53,2018,2018,4,1,69.1,69.25
MYS,E180,0,0,0,1,1496.53,2018,2018,4,2,75.8,76.16
MYS,0,0,E180,0,1,1491.19,2019,2019,4,1,67.84,67.9
MYS,0,0,E180,0,1,1491.19,2019,2019,4,2,75.65,75.97
MYS,0,0,E180,0,1,1492.18,2020,2020,4,1,68.29,68.4
MYS,0,0,E180,0,1,1492.18,2020,2020,4,2,75.86,76.25
MYS,0,0,E190,0,1,1493.19,2001,2001,4,1,74.24,74.36
MYS,0,0,E190,0,1,1493.19,2001,2001,4,2,75.41,75.52
MYS,0,0,E190,0,1,1493.36,2002,2002,4,1,74.49,74.62
MYS,0,0,E190,0,1,1493.36,2002,2002,4,2,75.64,75.8
MYS,0,0,E190,0,1,1493.53,2003,2003,4,1,74.68,74.84
MYS,0,0,E190,0,1,1493.53,2003,2003,4,2,75.66,75.84
MYS,0,0,E190,0,1,1493.7,2004,2004,4,1,74.87,75.05
MYS,0,0,E190,0,1,1493.7,2004,2004,4,2,75.98,76.2
MYS,0,0,E190,0,1,1494.18,2005,2005,4,1,75.02,75.23
MYS,0,0,E190,0,1,1494.18,2005,2005,4,2,76.17,76.42
MYS,0,0,E190,0,1,1494.35,2006,2006,4,1,75.19,75.4
MYS,0,0,E190,0,1,1494.35,2006,2006,4,2,76.27,76.53
MYS,0,0,E190,0,1,1494.52,2007,2007,4,1,75.29,75.5
MYS,0,0,E190,0,1,1494.52,2007,2007,4,2,76.2,76.43
MYS,0,0,E190,0,1,1497.19,2011,2011,4,1,75.75,75.97
MYS,0,0,E190,0,1,1497.19,2011,2011,4,2,76.77,76.99
MYS,0,0,E190,0,1,1497.37,2012,2012,4,1,75.64,75.83
MYS,0,0,E190,0,1,1497.37,2012,2012,4,2,76.7,76.9
MYS,0,0,E190,0,1,1497.55,2013,2013,4,1,75.72,75.92
MYS,0,0,E190,0,1,1497.55,2013,2013,4,2,76.82,77.04
MYS,0,0,E190,0,1,1498.19,2014,2014,4,1,75.84,75.97
MYS,0,0,E190,0,1,1498.19,2014,2014,4,2,77.05,77.3
MYS,0,0,E190,0,1,1495.19,2015,2015,4,1,75.89,76.01
MYS,0,0,E190,0,1,1495.19,2015,2015,4,2,77.13,77.34
MYS,E190,0,0,0,1,1496.46,2016,2016,4,1,75.74,75.84
MYS,E190,0,0,0,1,1496.46,2016,2016,4,2,77.23,77.47
MYS,E190,0,0,0,1,1496.5,2017,2017,4,1,76.36,76.54
MYS,E190,0,0,0,1,1496.5,2017,2017,4,2,77.84,78.16
MYS,E190,0,0,0,1,1496.54,2018,2018,4,1,76.53,76.74
MYS,E190,0,0,0,1,1496.54,2018,2018,4,2,78.7,78.47
MYS,0,0,E190,0,1,1491.2,2019,2019,4,1,75.64,75.75
MYS,0,0,E190,0,1,1491.2,2019,2019,4,2,76.61,76.68
MYS,0,0,E190,0,1,1492.19,2020,2020,4,1,75.37,75.39
MYS,0,0,E190,0,1,1492.19,2020,2020,4,2,76.86,76.92
