Country,Region,Residence,Ethnicity,SocDem,Version,Ref-ID,Year1,Year2,TypeLT,Sex,Age,AgeInt,m(x),q(x),l(x),d(x),L(x),T(x),e(x),e(x)Orig
MYS,110,0,0,0,1,1497.12,2011,2011,4,1,80,99,0.16316,1,44611,44611,273427,273427,6.13,6.51
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,0,1,0.00558,0.00555,100000,555,99482,7729799,77.3,77.82
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,1,4,0.00035,0.00141,99445,140,397432,7630317,76.73,77.25
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,5,5,0.00017,0.00083,99305,82,496320,7232885,72.84,73.36
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,10,5,0.00018,0.00088,99223,87,495898,6736565,67.89,68.42
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,15,5,0.00024,0.00122,99136,121,495378,6240668,62.95,63.48
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,20,5,0.00034,0.00172,99015,170,494650,5745290,58.02,58.55
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,25,5,0.00047,0.00233,98845,230,493650,5250640,53.12,53.65
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,30,5,0.00069,0.00347,98615,342,492220,4756990,48.24,48.77
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,35,5,0.00116,0.00576,98273,566,489950,4264770,43.4,43.93
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,40,5,0.00168,0.00838,97707,819,486488,3774820,38.63,39.17
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,45,5,0.00234,0.01164,96888,1128,481620,3288333,33.94,34.48
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,50,5,0.00409,0.02025,95760,1939,473952,2806713,29.31,29.85
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,55,5,0.00623,0.03069,93821,2879,461908,2332760,24.86,25.42
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,60,5,0.00988,0.04822,90942,4385,443748,1870853,20.57,21.15
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,65,5,0.01808,0.08647,86557,7485,414072,1427105,16.49,17.09
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,70,5,0.02698,0.12637,79072,9992,370380,1013033,12.81,13.47
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,75,5,0.04796,0.21411,69080,14791,308422,642653,9.3,10.06
MYS,110,0,0,0,1,1497.12,2011,2011,4,2,80,99,0.16243,1,54289,54289,334230,334230,6.16,7.12
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,0,1,0.00695,0.00691,100000,691,99358,7434401,74.34,74.54
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,1,4,0.00034,0.00136,99309,135,396916,7335044,73.86,74.06
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,5,5,0.00023,0.00114,99174,113,495588,6938127,69.96,70.16
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,10,5,0.00029,0.00145,99061,144,494945,6442540,65.04,65.24
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,15,5,0.00082,0.00407,98917,403,493578,5947595,60.13,60.33
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,20,5,0.00103,0.00512,98514,504,491310,5454017,55.36,55.56
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,25,5,0.00103,0.00514,98010,504,488790,4962707,50.63,50.84
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,30,5,0.00163,0.0081,97506,790,485555,4473917,45.88,46.09
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,35,5,0.00218,0.01083,96716,1047,480962,3988362,41.24,41.44
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,40,5,0.00285,0.01416,95669,1355,474958,3507400,36.66,36.87
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,45,5,0.00397,0.01964,94314,1852,466940,3032442,32.15,32.36
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,50,5,0.00543,0.0268,92462,2478,456115,2565502,27.75,27.96
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,55,5,0.00881,0.04312,89984,3880,440220,2109387,23.44,23.66
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,60,5,0.01326,0.06415,86104,5524,416710,1669167,19.39,19.62
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,65,5,0.02319,0.10959,80580,8831,380822,1252457,15.54,15.79
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,70,5,0.03565,0.16368,71749,11744,329385,871635,12.15,12.43
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,75,5,0.05519,0.24248,60005,14550,263650,542250,9.04,9.37
MYS,110,0,0,0,1,1497.3,2012,2012,4,1,80,99,0.16316,1,45455,45455,278600,278600,6.13,6.57
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,0,1,0.00545,0.00542,100000,542,99494,7741583,77.42,77.95
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,1,4,0.00037,0.00148,99458,147,397467,7642089,76.84,77.38
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,5,5,0.00019,0.00093,99311,92,496325,7244622,72.95,73.49
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,10,5,0.00015,0.00077,99219,76,495905,6748297,68.01,68.56
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,15,5,0.00028,0.00141,99143,140,495365,6252392,63.06,63.61
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,20,5,0.00033,0.00163,99003,161,494612,5757027,58.15,58.69
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,25,5,0.00041,0.00205,98842,203,493702,5262415,53.24,53.79
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,30,5,0.00069,0.00343,98639,338,492350,4768712,48.35,48.89
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,35,5,0.00122,0.00609,98301,599,490008,4276362,43.5,44.05
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,40,5,0.00163,0.00812,97702,793,486528,3786355,38.75,39.3
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,45,5,0.00231,0.0115,96909,1114,481760,3299827,34.05,34.61
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,50,5,0.00379,0.01878,95795,1799,474478,2818067,29.42,29.98
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,55,5,0.00598,0.02948,93996,2771,463052,2343590,24.93,25.51
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,60,5,0.00999,0.04873,91225,4445,445012,1880537,20.61,21.2
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,65,5,0.01784,0.0854,86780,7411,415372,1435525,16.54,17.16
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,70,5,0.02589,0.12157,79369,9649,372722,1020152,12.85,13.53
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,75,5,0.04845,0.21606,69720,15064,310940,647430,9.29,10.06
MYS,110,0,0,0,1,1497.3,2012,2012,4,2,80,99,0.16243,1,54656,54656,336490,336490,6.16,7.14
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,0,1,0.00527,0.00524,100000,524,99510,7489646,74.9,75.17
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,1,4,0.00037,0.00147,99476,146,397559,7390136,74.29,74.57
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,5,5,0.00024,0.00118,99330,117,496358,6992577,70.4,70.68
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,10,5,0.00026,0.0013,99213,129,495742,6496219,65.48,65.76
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,15,5,0.00083,0.00416,99084,412,494390,6000477,60.56,60.84
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,20,5,0.00106,0.00529,98672,522,492055,5506087,55.8,56.08
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,25,5,0.00101,0.00501,98150,492,489520,5014032,51.09,51.37
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,30,5,0.0016,0.00797,97658,778,486345,4524512,46.33,46.62
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,35,5,0.00229,0.01139,96880,1103,481642,4038167,41.68,41.97
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,40,5,0.00287,0.01425,95777,1365,475472,3556524,37.13,37.42
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,45,5,0.00383,0.01896,94412,1790,467585,3081052,32.63,32.93
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,50,5,0.00523,0.0258,92622,2390,457135,2613467,28.22,28.52
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,55,5,0.00843,0.04128,90232,3725,441848,2156332,23.9,24.21
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,60,5,0.01201,0.0583,86507,5043,419928,1714484,19.82,20.14
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,65,5,0.02139,0.10152,81464,8270,386645,1294557,15.89,16.23
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,70,5,0.03148,0.1459,73194,10679,339272,907912,12.4,12.78
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,75,5,0.05341,0.23561,62515,14729,275752,568639,9.1,9.54
MYS,110,0,0,0,1,1497.48,2013,2013,4,1,80,99,0.16316,1,47786,47786,292887,292887,6.13,6.71
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,0,1,0.0042,0.00418,100000,418,99608,7775990,77.76,78.34
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,1,4,0.00039,0.00155,99582,154,397946,7676381,77.09,77.67
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,5,5,2e-04,0.00098,99428,97,496898,7278436,73.2,73.79
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,10,5,0.00017,0.00086,99331,85,496442,6781538,68.27,68.86
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,15,5,0.00031,0.00153,99246,152,495850,6285096,63.33,63.91
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,20,5,0.00031,0.00155,99094,154,495085,5789246,58.42,59.01
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,25,5,4e-04,0.00201,98940,199,494202,5294161,53.51,54.1
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,30,5,0.00064,0.00319,98741,315,492918,4799958,48.61,49.2
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,35,5,0.0013,0.00648,98426,638,490535,4307041,43.76,44.35
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,40,5,0.00159,0.00793,97788,775,487002,3816506,39.03,39.62
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,45,5,0.00219,0.01091,97013,1058,482420,3329503,34.32,34.92
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,50,5,0.00341,0.01692,95955,1624,475715,2847083,29.67,30.28
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,55,5,0.00563,0.02775,94331,2618,465110,2371368,25.14,25.76
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,60,5,0.00948,0.0463,91713,4246,447950,1906258,20.79,21.42
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,65,5,0.01672,0.08026,87467,7020,419785,1458308,16.67,17.34
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,70,5,0.0245,0.11542,80447,9285,379022,1038523,12.91,13.63
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,75,5,0.04899,0.21821,71162,15528,316990,659501,9.27,10.09
MYS,110,0,0,0,1,1497.48,2013,2013,4,2,80,99,0.16243,1,55634,55634,342511,342511,6.16,7.2
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,0,1,0.00663,0.00659,100000,659,99387,7425850,74.26,74.47
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,1,4,0.00047,0.00186,99341,185,396926,7326463,73.75,73.96
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,5,5,0.00028,0.00141,99156,140,495430,6929537,69.89,70.09
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,10,5,0.00033,0.00166,99016,164,494670,6434107,64.98,65.19
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,15,5,0.00074,0.00367,98852,363,493352,5939437,60.08,60.29
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,20,5,0.00093,0.00466,98489,459,491298,5446084,55.3,55.51
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,25,5,0.00106,0.00526,98030,516,488860,4954787,50.54,50.76
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,30,5,0.00143,0.00711,97514,693,485838,4465927,45.8,46.01
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,35,5,0.00219,0.0109,96821,1055,481468,3980089,41.11,41.32
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,40,5,0.00297,0.01475,95766,1413,475298,3498622,36.53,36.75
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,45,5,0.00451,0.02231,94353,2105,466502,3023324,32.04,32.27
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,50,5,0.00609,0.02997,92248,2765,454328,2556822,27.72,27.95
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,55,5,0.00862,0.04218,89483,3774,437980,2102494,23.5,23.74
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,60,5,0.0137,0.06622,85709,5676,414355,1664514,19.42,19.67
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,65,5,0.02236,0.10589,80033,8475,378978,1250159,15.62,15.89
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,70,5,0.0359,0.16473,71558,11788,328320,871182,12.17,12.47
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,75,5,0.05382,0.23718,59770,14176,263410,542862,9.08,9.44
MYS,110,0,0,0,1,1498.12,2014,2014,4,1,80,99,0.16316,1,45594,45594,279452,279452,6.13,6.6
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,0,1,0.00499,0.00497,100000,497,99535,7760170,77.6,78.26
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,1,4,0.00058,0.00232,99503,231,397438,7660635,76.99,77.65
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,5,5,0.00036,0.00179,99272,178,495915,7263197,73.16,73.82
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,10,5,0.00035,0.00173,99094,171,495042,6767282,68.29,68.95
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,15,5,0.00039,0.00194,98923,192,494135,6272239,63.41,64.07
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,20,5,0.00042,0.00212,98731,209,493132,5778104,58.52,59.19
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,25,5,0.00057,0.00283,98522,279,491912,5284972,53.64,54.31
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,30,5,0.00079,0.00392,98243,385,490252,4793059,48.79,49.45
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,35,5,0.00127,0.00632,97858,618,487745,4302807,43.97,44.64
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,40,5,0.00167,0.00833,97240,810,484175,3815062,39.23,39.91
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,45,5,0.00237,0.0118,96430,1138,479305,3330887,34.54,35.22
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,50,5,0.00364,0.01805,95292,1720,472160,2851582,29.92,30.61
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,55,5,0.00544,0.02685,93572,2512,461580,2379422,25.43,26.13
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,60,5,0.00874,0.04278,91060,3896,445560,1917842,21.06,21.78
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,65,5,0.0156,0.07505,87164,6542,419465,1472282,16.89,17.64
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,70,5,0.02444,0.11515,80622,9284,379900,1052817,13.06,13.87
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,75,5,0.04423,0.19912,71338,14205,321178,672917,9.43,10.35
MYS,110,0,0,0,1,1498.12,2014,2014,4,2,80,99,0.16243,1,57133,57133,351739,351739,6.16,7.3
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,0,1,0.00633,0.00629,100000,629,99414,7434723,74.35,74.56
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,1,4,0.00039,0.00155,99371,154,397120,7335309,73.82,74.03
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,5,5,0.00028,0.00139,99217,138,495740,6938189,69.93,70.14
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,10,5,0.00031,0.00152,99079,151,495018,6442449,65.02,65.23
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,15,5,0.00071,0.00355,98928,351,493762,5947432,60.12,60.33
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,20,5,0.00088,0.0044,98577,434,491800,5453669,55.32,55.54
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,25,5,0.00099,0.00492,98143,483,489508,4961869,50.56,50.77
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,30,5,0.00153,0.00761,97660,743,486442,4472362,45.8,46.01
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,35,5,0.00228,0.01132,96917,1097,481842,3985919,41.13,41.34
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,40,5,0.00313,0.01552,95820,1487,475382,3504077,36.57,36.79
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,45,5,0.00453,0.02242,94333,2115,466378,3028694,32.11,32.33
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,50,5,0.00604,0.02973,92218,2742,454235,2562317,27.79,28.01
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,55,5,0.00872,0.04268,89476,3819,437832,2108082,23.56,23.79
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,60,5,0.01353,0.06544,85657,5605,414272,1670249,19.5,19.74
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,65,5,0.0209,0.09931,80052,7950,380385,1255977,15.69,15.95
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,70,5,0.03626,0.16624,72102,11986,330545,875592,12.14,12.44
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,75,5,0.05429,0.23902,60116,14369,264658,545047,9.07,9.42
MYS,110,0,0,0,1,1495.12,2015,2015,4,1,80,99,0.16316,1,45747,45747,280389,280389,6.13,6.6
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,0,1,0.00502,0.005,100000,500,99532,7768321,77.68,78.29
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,1,4,3e-04,0.00119,99500,118,397707,7668788,77.07,77.68
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,5,5,0.00022,0.0011,99382,109,496638,7271081,73.16,73.77
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,10,5,0.00016,8e-04,99273,79,496168,6774444,68.24,68.85
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,15,5,0.00025,0.00127,99194,126,495655,6278276,63.29,63.9
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,20,5,0.00033,0.00163,99068,161,494938,5782621,58.37,58.98
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,25,5,0.00044,0.00219,98907,217,493992,5287684,53.46,54.07
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,30,5,0.00074,0.00368,98690,363,492542,4793691,48.57,49.19
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,35,5,0.00118,0.00589,98327,579,490188,4301149,43.74,44.36
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,40,5,0.00163,0.00811,97748,793,486758,3810961,38.99,39.61
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,45,5,0.00239,0.0119,96955,1154,481890,3324204,34.29,34.91
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,50,5,0.00391,0.01935,95801,1854,474370,2842314,29.67,30.3
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,55,5,0.00612,0.03013,93947,2831,462658,2367944,25.21,25.85
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,60,5,0.00895,0.04377,91116,3988,445610,1905286,20.91,21.58
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,65,5,0.01598,0.07682,87128,6693,418908,1459676,16.75,17.45
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,70,5,0.02636,0.12364,80435,9945,377312,1040769,12.94,13.67
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,75,5,0.04482,0.20152,70490,14205,316938,663456,9.41,10.25
MYS,110,0,0,0,1,1495.12,2015,2015,4,2,80,99,0.16243,1,56285,56285,346519,346519,6.16,7.2
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,0,1,0.00651,0.00647,100000,647,99398,7433154,74.33,74.55
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,1,4,0.00038,0.0015,99353,149,397059,7333756,73.82,74.03
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,5,5,0.00027,0.00134,99204,133,495688,6936697,69.92,70.14
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,10,5,0.00031,0.00156,99071,155,494968,6441009,65.01,65.23
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,15,5,0.00071,0.00355,98916,351,493702,5946042,60.11,60.33
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,20,5,0.00087,0.00433,98565,427,491758,5452339,55.32,55.54
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,25,5,0.00096,0.0048,98138,471,489512,4960582,50.55,50.77
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,30,5,0.00157,0.00783,97667,765,486422,4471069,45.78,46
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,35,5,0.00229,0.01137,96902,1102,481755,3984647,41.12,41.34
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,40,5,0.00325,0.01614,95800,1546,475135,3502892,36.56,36.79
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,45,5,0.00468,0.02311,94254,2178,465825,3027757,32.12,32.35
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,50,5,0.00627,0.03084,92076,2840,453280,2561932,27.82,28.06
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,55,5,0.00881,0.04312,89236,3848,436560,2108652,23.63,23.87
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,60,5,0.01351,0.06533,85388,5578,412995,1672092,19.58,19.84
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,65,5,0.02027,0.09645,79810,7698,379805,1259097,15.78,16.05
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,70,5,0.03547,0.16289,72112,11746,331195,879292,12.19,12.49
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,75,5,0.05391,0.23752,60366,14338,265985,548097,9.08,9.44
MYS,110,0,0,0,1,1496.11,2016,2016,4,1,80,99,0.16316,1,46028,46028,282112,282112,6.13,6.6
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,0,1,0.00534,0.00531,100000,531,99504,7768910,77.69,78.3
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,1,4,0.00029,0.00115,99469,114,397593,7669406,77.1,77.72
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,5,5,0.00022,0.00108,99355,107,496508,7271813,73.19,73.8
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,10,5,0.00014,7e-04,99248,69,496068,6775305,68.27,68.88
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,15,5,0.00025,0.00125,99179,124,495585,6279238,63.31,63.93
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,20,5,0.00034,0.00169,99055,167,494858,5783653,58.39,59
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,25,5,0.00042,0.00211,98888,209,493918,5288795,53.48,54.1
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,30,5,0.00072,0.00361,98679,356,492505,4794878,48.59,49.21
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,35,5,0.00118,0.00589,98323,579,490168,4302373,43.76,44.38
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,40,5,0.00167,0.0083,97744,811,486692,3812205,39,39.62
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,45,5,0.00254,0.01264,96933,1225,481602,3325513,34.31,34.93
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,50,5,0.00388,0.01923,95708,1840,473940,2843910,29.71,30.35
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,55,5,0.00596,0.02934,93868,2754,462455,2369970,25.25,25.89
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,60,5,0.00886,0.04332,91114,3947,445702,1907515,20.94,21.6
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,65,5,0.01524,0.07339,87167,6397,419842,1461813,16.77,17.47
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,70,5,0.02676,0.12543,80770,10131,378522,1041970,12.9,13.65
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,75,5,0.04539,0.20383,70639,14398,317200,663448,9.39,10.25
MYS,110,0,0,0,1,1496.11,2016,2016,4,2,80,99,0.16243,1,56241,56241,346248,346248,6.16,7.2
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,0,1,0.00672,0.00668,100000,668,99379,7445510,74.46,74.71
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,1,4,0.00038,0.0015,99332,149,396975,7346131,73.96,74.21
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,5,5,0.00026,0.0013,99183,129,495592,6949156,70.06,70.32
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,10,5,0.00031,0.00153,99054,152,494890,6453564,65.15,65.41
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,15,5,0.00076,0.00379,98902,375,493572,5958674,60.25,60.5
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,20,5,0.00089,0.00445,98527,438,491540,5465101,55.47,55.73
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,25,5,0.001,0.005,98089,490,489220,4973561,50.7,50.96
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,30,5,0.00161,0.00803,97599,784,486035,4484341,45.95,46.21
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,35,5,0.00228,0.01132,96815,1096,481335,3998306,41.3,41.56
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,40,5,0.00338,0.01674,95719,1602,474590,3516971,36.74,37.01
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,45,5,0.00463,0.02287,94117,2152,465205,3042381,32.33,32.59
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,50,5,0.00626,0.03079,91965,2832,452745,2577176,28.02,28.3
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,55,5,0.00865,0.04232,89133,3772,436235,2124431,23.83,24.12
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,60,5,0.0129,0.0625,85361,5335,413468,1688196,19.78,20.07
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,65,5,0.0194,0.09253,80026,7405,381618,1274729,15.93,16.25
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,70,5,0.03429,0.15792,72621,11468,334435,893111,12.3,12.65
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,75,5,0.05224,0.23101,61153,14127,270448,558676,9.14,9.55
MYS,110,0,0,0,1,1496.25,2017,2017,4,1,80,99,0.16316,1,47026,47026,288229,288229,6.13,6.7
MYS,110,0,0,0,1,1496.25,2017,2017,4,2,0,1,0.00552,0.00549,100000,549,99487,7785299,77.85,78.52
MYS,110,0,0,0,1,1496.25,2017,2017,4,2,1,4,0.00033,0.00134,99451,133,397474,7685812,77.28,77.95
MYS,110,0,0,0,1,1496.25,2017,2017,4,2,5,5,0.00022,0.00109,99318,108,496320,7288338,73.38,74.05
